logk logPk493 logPk424 logPk373 logPk333 logPk300 logPk197 logPk103 logPk052 logPk023 logPk002 logPk000
0.2756568095370144 -0.00997537822480447 -0.011717603059195229 -0.010563475063650136 -0.010636674178228877 -0.01239621899324962 -0.014391923993723077 -0.022919421614499398 -0.015206777468839592 -0.0073840619972845405 -0.0016677225082444825 -0.0011835350157868543
0.2898341214850311 -0.010243881292118546 -0.012157039363094488 -0.011186575983279563 -0.011363851130915046 -0.013173852715473304 -0.014986277216398326 -0.023847274999364464 -0.015656486407465066 -0.008649803233512495 -0.002442079947314933 -0.0019162710835171023
0.3034984457923137 -0.011102400413276103 -0.01288519152264996 -0.011617938720590278 -0.01168604349483635 -0.013635415557980807 -0.01646787861118677 -0.025132645850603076 -0.016322451480377517 -0.008679787466692448 -0.0026192869848093046 -0.002105948241197696
0.3167878116020958 -0.010909016163945977 -0.012590732206967152 -0.011624147195631531 -0.01183432144661767 -0.013675946460538095 -0.017661712460354147 -0.026466683555146007 -0.016716442526261654 -0.008756233744277331 -0.004586646652657805 -0.004233472751362104
0.3298858050544252 -0.011179683098774764 -0.013170277040654672 -0.012553195546811858 -0.013096576185571748 -0.015137583954817072 -0.017070968677041408 -0.027655168023349285 -0.017813648006582392 -0.00936613484284684 -0.004242691778960311 -0.0038087240178416954
0.34248189875951635 -0.012231188790237749 -0.01393006184067483 -0.012816814341069765 -0.012979329025108188 -0.014884495573593524 -0.01731123035167175 -0.028466114385202034 -0.017652000352122787 -0.009497369689400303 -0.003496016624547853 -0.0029876878072347696
0.35468455395472853 -0.012442032456020276 -0.014561741277508136 -0.013939439515919494 -0.014363649777536626 -0.016258672070094526 -0.019101087285080965 -0.029777958978375752 -0.018862958969558603 -0.010359855434526808 -0.0034289220817289227 -0.0028418556125459145
0.3666097103924296 -0.01284418413042096 -0.015003292611998289 -0.014175579278693238 -0.01442377082483552 -0.016229214121843125 -0.01980479568929674 -0.030611758427795673 -0.019781136695080123 -0.01104965230297585 -0.003838868985039938 -0.0032280985610543276
0.3781979704459173 -0.013383876471748771 -0.014680245900930708 -0.013879266820558948 -0.014635980243270003 -0.016950912230826006 -0.020341494011932488 -0.03126504467402391 -0.02006743295906111 -0.01084764530871711 -0.00469308946727188 -0.004171784011958512
0.38937874795250993 -0.013408594970339537 -0.015305602657808207 -0.014677883749982044 -0.015299626489779769 -0.017420491190926965 -0.021933407603374575 -0.03214667904130446 -0.020815338341513445 -0.012503580105729788 -0.004886699154694792 -0.004241531299443908
0.4003307218974442 -0.014172597892936574 -0.016461888414016156 -0.01587735512615455 -0.01643960294646461 -0.01833525816335828 -0.021653399130386088 -0.03259546970418491 -0.02181857396324655 -0.013012337510409942 -0.00478404304230119 -0.0040870870141725
0.4111312709395646 -0.014949407261926532 -0.01664894317493116 -0.01578661987458146 -0.016288763378305548 -0.01858398921178152 -0.022183913107430706 -0.033883183720449524 -0.022141833349279556 -0.012942844327630784 -0.005684600380406024 -0.005069809928720889
0.4216368267207542 -0.014871024010023368 -0.016783660831990937 -0.01629377026472781 -0.017065570140897178 -0.019537921028969778 -0.022803638407578177 -0.03438213136927714 -0.0233773138888292 -0.013489300586294127 -0.00521739157308639 -0.0045167412896975545
0.43182997827306263 -0.01525203575701164 -0.017092328722428052 -0.01682263526848029 -0.017743703745076656 -0.019981321275769057 -0.02385408574682507 -0.03506092684102759 -0.024055872920422237 -0.014531026607621683 -0.007274225648133089 -0.006659557420926567
0.4417893665343504 -0.016198818993170026 -0.0175515097930752 -0.01670492293272136 -0.017667147682579647 -0.02043695895719026 -0.023985726356103094 -0.03628210658910525 -0.024146309036982363 -0.014778213740489725 -0.00775808581102662 -0.007163464349964778
0.4515868904569049 -0.016715094772720426 -0.018185219121543347 -0.017214013988277613 -0.018067046464931808 -0.02078982535000217 -0.025502302272479082 -0.036799808900120856 -0.025368773413204627 -0.015900146412405596 -0.007812807451304119 -0.007127790688437192
0.46112319663961343 -0.017371864225638828 -0.01937815064896479 -0.018215924151676898 -0.018386452054402407 -0.02078261610922602 -0.024688328688653626 -0.03720625812968678 -0.025020652589264652 -0.01708288978318926 -0.008490683128717801 -0.007762902876568202
0.47033697519379947 -0.017663064387568306 -0.020034837330305023 -0.01908976243652344 -0.019054068406310694 -0.021124324631130394 -0.026292186026848414 -0.03770540988780186 -0.02568870980325641 -0.01753209151008009 -0.008631249402054144 -0.007877326996061761
0.4794457366434334 -0.017524561793688012 -0.0191003353084723 -0.018516945832416726 -0.019364650706464204 -0.022176714410554035 -0.02671250691749958 -0.03863658667519034 -0.026064039552154288 -0.01912382959124097 -0.009599292217542563 -0.00879254134547978
0.4884661054376894 -0.018104244998097117 -0.020321346700545088 -0.019890616865981224 -0.020060060920201787 -0.022042124792251434 -0.027089122305695046 -0.038965129698882155 -0.027175980509368734 -0.019441179827969456 -0.010053477923671639 -0.009258317339928043
0.497316744472857 -0.01898382843069804 -0.02092984451400044 -0.02004766502338863 -0.020132709723395887 -0.022111154659271687 -0.02768975426359257 -0.03948775794194138 -0.027720728919048407 -0.02111712715753214 -0.010628269939779061 -0.009739838893171857
0.5058957812197507 -0.019308923112148785 -0.021052319260600777 -0.020700152399264562 -0.021189299069938095 -0.023148786071430786 -0.028910975190043178 -0.0403553779117498 -0.028050060134277337 -0.021342300736425825 -0.010857057541045496 -0.00996893261069218
0.5142953369618891 -0.02003730659563591 -0.021759604292024285 -0.021380973685468388 -0.02198329707027917 -0.023880954278442546 -0.02875741500067898 -0.04098876028094508 -0.02895526940378566 -0.023397535210662446 -0.012028840782190015 -0.011065885440158107
0.5226007078304421 -0.020988277236373292 -0.022824890326559308 -0.021744349793338776 -0.021841928099111313 -0.02410720875391649 -0.029134979198554276 -0.04135066476955136 -0.030307075339719613 -0.023854978413553055 -0.013289053354245718 -0.01239409447894275
0.5307246337413521 -0.020602385982456495 -0.022896681780828283 -0.022938472837521078 -0.023389082702440254 -0.024582205522706384 -0.030139359190337955 -0.0417328715448844 -0.02995904920485722 -0.025299386828314892 -0.014120196413987585 -0.013173292510747146
0.5386239964632283 -0.021304713456572897 -0.023239232798619242 -0.022428736445927636 -0.022953421426775297 -0.02499376490938315 -0.030876009322962514 -0.042683880128328716 -0.030940150266044117 -0.025376504953332598 -0.014490371469645488 -0.013568290182463114
0.5463945832987445 -0.021151758805066177 -0.02349458891282395 -0.023355716120440562 -0.023572072900077966 -0.02551251752706941 -0.0308903758772943 -0.04290489101091814 -0.03158693435142542 -0.025946855501398473 -0.01596337838894457 -0.015117754234123962
0.5541255815130127 -0.022267086008305317 -0.024196865907047015 -0.023542872837076498 -0.023940334809189185 -0.026361891806274768 -0.03091211804096697 -0.04315538942847826 -0.032389480173684856 -0.027049759604676062 -0.015931653761573218 -0.014989923866179186
0.561709447291157 -0.022324479461195444 -0.024071269836154856 -0.02383260900663543 -0.024093342143486202 -0.025911989302935378 -0.03244641355072014 -0.043893130367194645 -0.03307731660990101 -0.027703135148812397 -0.01779130278753347 -0.01695174711281025
0.5690928734866647 -0.023431440416018537 -0.025120510158283035 -0.024715118569147872 -0.024951320080637943 -0.026321373736643044 -0.03267011555511722 -0.04430357357865338 -0.03383340369792912 -0.028490340263934426 -0.018095214973512404 -0.01721472324313102
0.5764104631914152 -0.02346367426986706 -0.02538377260768314 -0.025152839114370995 -0.025331542820278604 -0.026959780777487702 -0.0331260415584969 -0.0450825130425874 -0.03435942242702116 -0.029129730936828732 -0.01956205892076745 -0.0187516544423428
0.5836067963731986 -0.02358092104031831 -0.025656966773528814 -0.02516623842436641 -0.025775076769738992 -0.027909339304755126 -0.03254772551839231 -0.0455380747119544 -0.03447052497128014 -0.028817239759718664 -0.02001183473484923 -0.019265996075819324
0.5906746805752014 -0.024588849705822098 -0.02639663873399666 -0.02611834581075384 -0.02607259753841718 -0.02773971020674454 -0.03401593983505443 -0.04604183932346025 -0.03491187978955484 -0.030627369037843317 -0.020901474686836282 -0.02007766840193127
0.5975635615929686 -0.02536247410987134 -0.026898262045956776 -0.026105474252118566 -0.02647018326272823 -0.02834187195184543 -0.03415803474889822 -0.04677485106321857 -0.03539879981789902 -0.030219649409080368 -0.021522380765667704 -0.020785701514241455
0.6043448736272001 -0.025598455443179745 -0.027486804895647636 -0.027154425159272532 -0.02673324209136938 -0.028175243025007866 -0.0342325654958583 -0.04763181858515694 -0.03467497648141518 -0.03079965502975159 -0.022100633059094456 -0.02136380529669828
0.6111389003956458 -0.02599710248612928 -0.027439661700195905 -0.027184203194300188 -0.02723495462370887 -0.02867904635091949 -0.035378689138020177 -0.04736682818782065 -0.03559292036002177 -0.0322584001962683 -0.02250865938647 -0.02168283325003093
0.6178073366619682 -0.0261281501348189 -0.02767015475438859 -0.027460589857360825 -0.028171231035879336 -0.030279612174907957 -0.0353579455741949 -0.048106465095331806 -0.03589663200911374 -0.03194570841828023 -0.02359150502309409 -0.0228838842106578
0.6243336716901203 -0.027250375998220198 -0.029424646986109814 -0.028870869456337864 -0.028489286405942386 -0.02960359523264611 -0.03467462170688439 -0.048993507573627006 -0.03801515336500982 -0.03203492438706216 -0.02341382748050738 -0.022683600155586906
0.6307633828174597 -0.02717940071441955 -0.028263712092332628 -0.027604010120175767 -0.02794920325354165 -0.030180239954481398 -0.03535394151966172 -0.04879188363521916 -0.03740550187175083 -0.03289018008930084 -0.025149881845278547 -0.024494260253028314
0.6371093051016494 -0.027698446181639944 -0.029556093475523827 -0.029209908664514606 -0.02895783561087502 -0.029946245297689092 -0.03499229248426257 -0.049577148086503715 -0.03791636654967453 -0.032947916288574644 -0.025017233564800026 -0.02434548595623623
0.6433737066738228 -0.02843540161782004 -0.029938227292259614 -0.02870841172606381 -0.02835228929807187 -0.03018530839781013 -0.03568319776440342 -0.04974400512089415 -0.038667210426728736 -0.03370030375178812 -0.02702324560082119 -0.026457682962473875
0.6494808973220154 -0.02849572978444304 -0.030000457661383807 -0.02976499356421569 -0.0293709925050034 -0.030481398584314628 -0.03509653537738946 -0.050488270100988365 -0.038913898132454 -0.03557538713062087 -0.0272618724750839 -0.026557698095257105
0.655541795408254 -0.028689918067317664 -0.030707908419725528 -0.030862784416249286 -0.03040568081388333 -0.030955349798532233 -0.0362772891523407 -0.05080372123358218 -0.039859348946034684 -0.035884762685730175 -0.02766970461812398 -0.026973869744464994
0.6615476756024092 -0.029865992648567173 -0.03158381957435602 -0.030242507761330854 -0.030415117700804656 -0.03132001175927288 -0.03617684220666359 -0.050936400049735014 -0.039810240415628036 -0.036267330165465246 -0.029537980996930877 -0.02896798918555726
0.6674809709849866 -0.029697836375505944 -0.031248685348935087 -0.030650975543527127 -0.03045698926402288 -0.03227341130424379 -0.03637422008770953 -0.0517331354465661 -0.04040867426823744 -0.03716412586895155 -0.029469452054389916 -0.028817694959365175
0.6733066544822023 -0.030614566603537764 -0.03168306844816587 -0.03139215890379014 -0.030943765714597473 -0.03172626158446987 -0.0364875740625824 -0.05272481330780634 -0.04061018181175721 -0.037368151919527096 -0.03082400338050886 -0.030269698501057134
0.6790461312044188 -0.03094091685370406 -0.03289337768790667 -0.03197053553419481 -0.030832542859631627 -0.03208338892883564 -0.0368507193979209 -0.052445184341957385 -0.041471441864887826 -0.03841038882146335 -0.03148791935841181 -0.030901569800734947
0.6847376719760746 -0.03070892277119129 -0.03153425088694565 -0.031727688348078154 -0.0318304154301626 -0.03300273441223726 -0.0364486888911476 -0.05298420736891056 -0.04193848528049723 -0.03867344854967894 -0.031841636275750256 -0.03126296559669122
0.6903290069739692 -0.031527309055711536 -0.033373748543840225 -0.03264789920744886 -0.03140062108680647 -0.03212311647851077 -0.03671588842890819 -0.05232379729764137 -0.0420146174071521 -0.039176750855711165 -0.03356841195570698 -0.03309337236891337
0.6958317728266923 -0.03208392274207599 -0.03326997112248002 -0.03206070802756145 -0.03160568146597832 -0.03282684784374124 -0.03662624831952665 -0.05261055760430746 -0.04278787838982381 -0.038954210550543975 -0.03320859149228991 -0.03272192395097844
0.7012829667414266 -0.032269697462287084 -0.03350431366631456 -0.03271045919743102 -0.03208353374711698 -0.032408157134477394 -0.03788105396816261 -0.05308747050245104 -0.043852753381674055 -0.0408016411504041 -0.03417404270587199 -0.03361266942179278
0.7066836517632882 -0.0329571153076226 -0.03372560342377168 -0.03270639646822543 -0.032427716364896955 -0.03264580593176219 -0.03756606255884874 -0.05333831778353876 -0.043426895786428006 -0.03974384280103906 -0.03541369683689979 -0.035046923218857697
0.7120432861478547 -0.03309593470143995 -0.0345988831221554 -0.033477639214459495 -0.0328053376182028 -0.03373978822500329 -0.03771204921326958 -0.05318598334231422 -0.04392046332968005 -0.040235052165676084 -0.03616943257150057 -0.03582506496345968
0.7173126034118423 -0.03309841079009507 -0.03431341610233628 -0.03381473872372158 -0.03316986001209973 -0.03365834884494475 -0.037675741369543735 -0.05421092602069702 -0.044532716014406816 -0.04140558314263133 -0.036605284873466114 -0.0361986882417489
0.7224940703557882 -0.033544409601325695 -0.03465740446304092 -0.034149783556006647 -0.03288866504567716 -0.033995848744677135 -0.0377864799732584 -0.05487065017744251 -0.045008297218065686 -0.04137987883365631 -0.03750277274953706 -0.03717437268224554
0.7276388403301474 -0.03430873515997096 -0.03536490801312945 -0.03442852390713025 -0.03278343736353506 -0.03300372082660549 -0.03766046078296055 -0.05433516801744915 -0.045252139585173254 -0.0420931520940373 -0.037814613347830144 -0.037452210983365826
0.7327394492930468 -0.035328568329110945 -0.035381555696256325 -0.03394281371557459 -0.0335619016952115 -0.033505634736925 -0.03831260868721734 -0.05524587306317196 -0.04626645254144494 -0.04259332338156204 -0.039114754273508336 -0.0388201112319258
0.7377490738915571 -0.03519299205690266 -0.03620469603348112 -0.034594586688416196 -0.033533506262634974 -0.03361510140974737 -0.03806357082614669 -0.05578792498304854 -0.04632985023962105 -0.04251716772765033 -0.03842741197450583 -0.03808099997663974
0.7426937164627805 -0.035694594299688145 -0.03640915790629698 -0.0353340315161659 -0.03356345054887657 -0.033666768173824635 -0.0383564252410307 -0.055340320648662206 -0.04666742239742032 -0.042225742674302756 -0.03908403854849176 -0.03881792876868656
0.7475982270401955 -0.035671214132889824 -0.036472287988914595 -0.035643855775130955 -0.03401002308407854 -0.033829946099459815 -0.0384527969401211 -0.055976119299503094 -0.04745000892681218 -0.04332574093485758 -0.040789214994398894 -0.04057436524010786
0.7524710067224339 -0.03676953651985985 -0.03656526593409433 -0.03581297846751386 -0.034668646112788144 -0.03372105870372189 -0.039148586387475155 -0.05617476752448157 -0.04742168619908831 -0.044676029189409605 -0.040545985830870886 -0.040196161377416675
0.7572821254444052 -0.0373200301553044 -0.03726431845007604 -0.0352658956093504 -0.03489825584449641 -0.0349582433279224 -0.038278791051738655 -0.057048783248029256 -0.04871695522648417 -0.04396626178925797 -0.04126845063052716 -0.041039939636284335
0.7620179940064813 -0.03770790280691097 -0.037567629520501536 -0.035884078351752904 -0.03384256737465912 -0.0347193865981551 -0.03920778364871601 -0.05699860658554253 -0.048126651747650524 -0.04450031006062146 -0.04152346781378056 -0.0412713222255587
0.766717638657985 -0.038045181208717714 -0.037871434954151934 -0.03600031027497077 -0.03468679290050359 -0.034578770778012635 -0.03881265550033918 -0.05792969493159762 -0.048129232871301046 -0.04459941518010971 -0.04254407326297547 -0.04236998093502533
0.771344913696248 -0.03781762215652624 -0.03825644852822587 -0.036649682519059854 -0.03506309596074508 -0.034619885627808024 -0.039324837966822825 -0.057682343726438386 -0.0490022415525146 -0.04526907593549287 -0.04367615434613438 -0.043541230115075
0.7759161303142319 -0.03839533338633793 -0.03866262545101972 -0.03675871598714129 -0.03478371681693774 -0.034854116531003995 -0.0391818668056548 -0.05781259682023937 -0.049479815200391304 -0.04556547844114135 -0.04416389233973658 -0.044045174677637654
0.7804397327979564 -0.03870558794233752 -0.03940014512829104 -0.037050271597461375 -0.03547809175296106 -0.03496855040505927 -0.0384764542158187 -0.05779947223228954 -0.04965431758654375 -0.04551576500493181 -0.04455848700198312 -0.044477403288057236
0.7849523331617647 -0.03913301009904997 -0.0391907744807931 -0.03684178325973134 -0.035266184404993996 -0.035023542028372 -0.03928524406024288 -0.05788032593808351 -0.049679266189246354 -0.04607299691810629 -0.04525529984571785 -0.04518603896717332
0.7894467370347935 -0.039339993162141595 -0.039130987739861844 -0.03704499047328767 -0.03485266414362602 -0.035086958156999595 -0.03890367421945907 -0.05815400584756102 -0.05053842182595258 -0.04674389270550848 -0.0453564080039162 -0.04523888476377706
0.7938602013426697 -0.04012973272892396 -0.03916787272730238 -0.03797258397770548 -0.03564009923425667 -0.03432259103738139 -0.03861429875218479 -0.058085690112922195 -0.05041162592674069 -0.04698319567485859 -0.045044299614582575 -0.04488007052648153
0.7982154425272814 -0.04009081946138151 -0.03967391246430508 -0.037156091595119366 -0.03539795717583341 -0.035237497307112085 -0.039021062860167904 -0.058391490699379545 -0.05086810243743548 -0.04776692683739696 -0.04641216149410488 -0.04629740966110148
0.8025342843869758 -0.041068899766706905 -0.04045224082441821 -0.036868566142676154 -0.03536848874236728 -0.03491839104857964 -0.03848653588279666 -0.058913773296136084 -0.05104346751659234 -0.04757056826408844 -0.04652488826573028 -0.046436316693434954
